N, W, Date, Time, Tx0, Tx1, Tx2, Tx3, Tx4, Tx5, Tx6, Tx7, Tx8, Tx9, Tx10, Tx11, Tx12, Tx13, Tx14, Tx15, Tx16, Tx17, Tx18, Tx19, Tx20, Tx21, Tx22, Tx23, Tx24, Tx25, Tx26, Tx27, Tx28, Tx29, Tx30, Tx31, Tx32, Tx33, Tx34, Tx35, Tx36, Tx37, Tx38, Tx39, Tx40, Tx41, Tx42, Tx43, Tx44, Tx45, Tx46, Tx47, Tx48, Tx49, Tx50, Tx51, Tx52, Tx53, Tx54, Tx55, Tx56, Tx57, Tx58, Tx59, Tx60, Tx61, Tx62, Tx63, Tx64, Tx65, Tx66, Tx67, Tx68, Tx69, Tx70, Tx71, Tx72, Tx73, Tx74, Tx75, Tx76, Tx77, Tx78, Tx79, Tx80, Tx81, Tx82, Tx83, Tx84, Tx85, Tx86, Tx87, Tx88, Tx89, Tx90, Tx91, Tx92, Tx93, Tx94, Tx95, Tx96, Tx97, Tx98, Tx99
40.00699, 105.27363, 8/10/2011, 2:18 PM, -199.99, -12.50, -7.80, -8.80, -199.99, -15.50, -199.99, -12.50, -12.50, -6.50, -13.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -16.50, -199.99, -5.80, -199.99, -13.50, -13.50, -199.99, -199.99, -199.99, -199.99, -199.99, -12.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -12.50, -7.00, -199.99, -16.50, -199.99, -199.99, -199.99, -199.99, 0.50, 0.50, 0.50, 0.50, 1.50, 1.50, 2.50, 1.50, 1.50, 1.50, 1.50, 2.00, 1.50, 1.50, 1.50, 0.50, 0.50, 0.50, 0.50, -0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, 0.50, -0.50, -0.50, 0.00, -0.50, 0.50, 1.50, 1.50, 1.50, 1.50, 1.50, -1.50, -0.50, -0.50, 0.50, 0.50, 0.50, 1.50, 1.50
40.00704, 105.27279, 8/10/2011, 2:22 PM, -199.99, -199.99, -199.99, -199.99, -11.50, -199.99, -11.50, -199.99, -11.50, -8.50, -8.50, -8.50, -199.99, -199.99, -199.99, -199.99, -10.50, -199.99, -199.99, -199.99, -9.50, -199.99, -12.50, -199.99, -199.99, -199.99, -9.50, -9.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -9.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, 4.50, 4.50, 4.50, 4.50, 4.50, 4.50, 4.50, 3.50, 3.50, 1.30, 4.50, 2.30, 4.50, 3.50, 2.80, 4.50, 3.50, 4.50, 0.50, 3.50, 3.50, 1.80, 3.50, 4.50, 3.80, 3.80, 5.50, 6.50, 6.50, 6.50, 6.00, 6.50, 6.50, 5.50, 5.50, 5.50, 5.50, 5.50, 6.50, 6.50, 5.50, 2.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.50, 6.20, 7.50, 7.50, 7.50, 7.50, 5.50, 5.50, 3.80, 6.80
40.00702, 105.27280, 8/10/2011, 2:26 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -9.80, -8.50, -2.60, -4.50, -199.99, -13.50, -13.50, -199.99, -199.99, -199.99, -14.50, -199.99, -14.50, -15.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -3.70, -5.00, -11.50, -14.50, -15.50, -199.99, -199.99, -15.50, -199.99, -199.99, -199.99, -199.99, -199.99, -1.00, -1.50, -1.50, -1.00, -1.50, -1.50, -1.50, -1.50, -1.00, -1.00, -0.50, 0.50, 0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, 0.50, -0.50, -0.50, -1.50, -1.50, -0.50, -0.50, -0.50, -0.50, -2.50, -2.50, -0.50, -1.50, -1.50, -0.50, -0.50, -0.50, -1.50, -0.50, -1.00, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -0.50, -1.00, -1.50, -0.50, -0.50, -0.50, -0.50, -1.00, -0.50, 0.50
40.00706, 105.27215, 8/10/2011, 2:33 PM, -199.99, -199.99, -199.99, -199.99, -8.50, -199.99, -8.50, -8.50, -8.50, -8.50, -8.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -7.50, -199.99, -199.99, -8.50, 4.20, -199.99, -199.99, -199.99, -8.50, -8.50, -8.50, -199.99, -199.99, -199.99, -199.99, -8.50, -8.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 11.00, 10.50, 10.50, 10.50, 10.50, 11.50, 11.50, 11.50, 11.50, 11.50, 11.50, 12.00, 11.50, 11.50, 12.00, 11.50, 11.50, 12.00, 11.50, 11.50, 11.50, 11.50, 11.50, 12.50, 12.50, 12.00, 12.00, 11.50, 11.50, 11.00, 10.50, 10.50, 10.50, 10.50, 10.50, 10.50, 11.50, 10.50, 10.50, 10.50, 12.50, 12.50
40.00696, 105.27008, 8/10/2011, 2:42 PM, -199.99, -199.99, -199.99, -199.99, -6.50, -7.50, -199.99, -199.99, -199.99, -7.50, -6.50, -199.99, -199.99, -5.50, -199.99, -6.50, -199.99, -6.50, -199.99, -6.50, -199.99, -199.99, -0.50, -199.99, -6.50, -199.99, -199.99, -199.99, -199.99, -8.50, -199.99, -9.50, -199.99, -8.50, -8.50, -7.50, -199.99, -199.99, -199.99, -10.50, -199.99, -199.99, -7.50, 16.50, 16.50, 16.50, 16.50, 17.00, 17.50, -199.99, 20.50, 20.50, 20.50, 20.50, 20.50, 20.50, 20.50, 20.50, 20.50, 20.50, 20.50, 20.50, 20.00, 19.00, 19.00, 19.00, 18.00, 18.00, 19.00, 18.00, 18.00, 18.00, 18.00, 17.00, 17.00, 17.00, 16.00, 16.00, 16.00, 15.00, 15.00, 15.00, 14.00, 14.00, 14.00, 12.00, 12.00, 12.00, 12.00, 11.00, 11.00, 12.00, 11.00, 11.00, 11.00, 9.00, 9.00, 9.00, 8.00, 9.00
40.00695, 105.27010, 8/10/2011, 2:44 PM, -199.99, 1.50, 1.50, 5.50, 5.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 1.50, 0.50, 0.50, 0.50, 1.50, 0.50, 0.50, -0.50, 0.50, 0.50, 6.50, 0.50, 1.50, 1.50, 1.50, 0.50, 0.50, -0.50, 5.50, 0.50, 7.20, 5.50, 9.40, -0.50, -199.99, -199.99, 8.20, -1.50, -199.99, -199.99, 20.00, 20.00, 20.00, 20.00, 20.00, 19.00, 19.00, 19.00, 19.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 17.80, 20.00, 20.00, 18.80, 20.00, 20.00, 19.50, 20.00, 20.00, 20.00, 20.00, 20.00, 18.80, 21.00, 21.00, 21.00, 17.40, 20.00, 20.00, 18.50, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00, 20.00
40.00691, 105.27006, 8/10/2011, 2:46 PM, -199.99, -199.99, -3.50, -199.99, -199.99, -199.99, -3.50, -199.99, -3.50, -199.99, -199.99, -199.99, -3.50, -199.99, -199.99, -3.50, -199.99, -199.99, -3.50, -199.99, -199.99, -3.50, -199.99, -199.99, -3.50, -199.99, -199.99, -3.50, -3.50, -3.50, -2.50, -199.99, -3.50, -3.50, -199.99, -3.50, -199.99, -199.99, -4.50, -199.99, -3.50, 11.20, 12.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.00, 12.50, 12.50, 12.50, 12.50, 13.50, 13.50, 13.50, 13.50, 14.00, 13.50, 12.50, 12.50, 12.50, 12.50, 12.50, 12.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 14.00, 13.50, 14.00, 13.50, 12.50, 12.50, 12.50, 13.50, 14.00, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50, 13.50
40.00721, 105.26894, 8/10/2011, 2:51 PM, -199.99, -199.99, -8.60, -6.00, -199.99, -199.99, -199.99, -7.00, -8.00, -8.00, -8.00, -9.00, -9.00, -9.00, -9.00, -9.00, -9.00, -10.00, -10.00, -10.00, -11.00, -11.00, -11.00, -11.00, -12.00, -12.00, -12.00, -13.00, -13.00, -13.00, -14.00, -14.00, -14.00, -15.00, -16.00, -16.00, -17.00, -16.00, -16.00, -17.00, -16.00, -16.00, -16.00, -15.00, -15.00, -15.00, -15.00, -15.00, -14.00, -14.00, -15.00, -15.00, -15.00, -16.00, -16.00, -16.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.00, -14.00, -15.00, -16.50, -15.00, -15.00, -15.00, -17.60, -16.80, -16.00, -17.70, -15.00, -15.00, -18.50, -15.00, -15.00, -16.00, -15.00, -15.00, -15.00, -15.00, -15.00, -15.50, -15.00, -15.00, -15.00
40.00686, 105.26834, 8/10/2011, 2:58 PM, -28.50, -22.00, -199.99, -199.99, -27.50, -199.99, -199.99, -19.80, -27.50, -27.50, -27.50, -199.99, -199.99, -199.99, -27.50, -199.99, -24.50, -25.50, -25.50, -27.50, -199.99, -199.99, -27.50, -24.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -24.60, -25.50, -25.50, -199.99, -199.99, -199.99, -20.50, -20.50, -27.50, -199.99, -199.99, -14.00, -13.00, -17.00, -13.00, -14.00, -14.00, -16.20, -14.00, -15.80, -16.20, -14.00, -14.00, -15.80, -14.00, -16.20, -14.00, -14.00, -14.00, -14.00, -14.00, -14.00, -14.00, -16.20, -14.00, -14.00, -15.00, -16.80, -15.00, -15.00, -15.00, -14.00, -13.00, -13.00, -17.20, -17.20, -15.00, -15.00, -15.00, -15.00, -16.60, -14.00, -13.00, -13.00, -14.00, -14.00, -14.00, -14.00, -14.00, -14.00, -14.00, -14.00, -14.00, -14.00, -14.00, -14.00, -14.00, -14.00, -14.00, -14.00
40.00513, 105.26207, 8/15/2011, 1:30 PM, -37.50, -199.99, -199.99, -44.00, -41.50, -199.99, -44.00, -199.99, -199.99, -33.60, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -37.50, -36.80, -199.99, -199.99, -199.99, -38.00, -199.99, -44.00, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -36.80, -199.99, -199.99, -199.99, -199.99, -199.99, -38.00, -199.99, -199.99, -199.99, -199.99, -199.99, -42.80, -42.80, -199.99, -199.99, -43.50, -199.99, -199.99, -199.99, -199.99, -199.99, -32.50, -31.50, -31.50, -31.50, -31.50, -31.50, -31.50, -31.50, -32.50, -32.50, -32.50, -32.50, -32.50, -32.50, -32.50, -32.50, -32.50, -32.50, -32.50, -32.50, -32.50, -32.50, -32.50, -31.50, -31.50, -31.50, -31.50, -31.50, -31.50, -31.50, -32.50, -32.50, -32.50, -35.50, -36.00, -32.50, -31.50, -31.50, -31.50, -32.00, -32.50, -31.50, -31.50, -31.50, -35.00, -31.50, -31.50
40.00509, 105.26128, 8/15/2011, 1:41 PM, -34.50, -199.99, -199.99, -31.50, -199.99, -199.99, -199.99, -199.99, -199.99, -34.50, -199.99, -34.50, -31.50, -31.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -34.50, -199.99, -199.99, -199.99, -199.99, -199.99, -31.50, -31.50, -31.50, -199.99, -199.99, -199.99, -34.50, -34.50, -199.99, -199.99, -199.99, -34.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -16.50, -16.50, -16.50, -16.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50
40.00513, 105.26128, 8/15/2011, 1:43 PM, -30.50, -21.80, -27.60, -31.50, -31.50, -30.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -19.60, -22.00, -32.50, -28.50, -199.99, -199.99, -199.99, -199.99, -199.99, -32.50, -26.50, -199.99, -27.50, -27.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -19.60, -23.50, -199.99, -31.50, -28.50, -199.99, -17.50, -17.50, -17.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -18.50, -19.50, -19.50, -18.50, -18.50, -18.50
40.00509, 105.26131, 8/15/2011, 1:45 PM, -199.99, -36.50, -36.50, -37.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -39.50, -39.50, -39.50, -39.50, -39.50, -199.99, -199.99, -199.99, -39.50, -199.99, -36.50, -199.99, -199.99, -199.99, -199.99, -199.99, -39.50, -199.99, -199.99, -36.50, -36.50, -199.99, -199.99, -199.99, -199.99, -199.99, -23.50, -23.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -25.50, -25.50, -25.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -24.50, -25.50, -25.50, -25.50, -24.50, -24.50, -24.50, -24.50, -25.50, -24.50, -24.50
40.00507, 105.26127, 8/15/2011, 1:46 PM, -22.80, -27.50, -199.99, -199.99, -27.50, -28.50, -26.50, -24.80, -23.50, -199.99, -199.99, -30.50, -199.99, -199.99, -28.50, -26.80, -199.99, -199.99, -29.50, -30.50, -30.50, -30.50, -30.50, -30.50, -199.99, -199.99, -199.99, -199.99, -199.99, -27.60, -30.50, -199.99, -199.99, -28.50, -199.99, -199.99, -199.99, -199.99, -199.99, -31.50, -199.99, -17.50, -17.50, -17.50, -16.50, -16.50, -16.50, -16.50, -19.50, -20.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -16.50, -16.50, -16.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -18.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -16.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50, -17.50
40.00423, 105.26138, 8/15/2011, 1:51 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -44.00, -199.99, -199.99, -199.99, -199.99, -44.00, -199.99, -44.00, -199.99, -199.99, -199.99, -44.00, -199.99, -199.99, -44.00, -44.00, -44.00, -44.00, -44.00, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -44.00, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -31.50, -31.50, -31.50, -31.50, -32.50, -32.50, -32.50, -33.50, -33.50, -33.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50, -34.50
40.00415, 105.26056, 8/15/2011, 1:54 PM, -199.99, -199.99, -199.99, -29.50, -29.50, -29.50, -29.50, -29.50, -29.50, -29.50, -199.99, -199.99, -199.99, -199.99, -29.50, -199.99, -199.99, -199.99, -199.99, -29.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -29.50, -29.50, -29.50, -29.50, -29.50, -29.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -29.50, -30.50, -30.50, -30.50, -30.50, -18.00, -17.00, -17.00, -17.00, -17.00, -17.00, -17.00, -17.00, -17.00, -19.20, -18.80, -17.00, -17.00, -17.00, -17.00, -17.00, -16.00, -16.00, -16.00, -16.00, -17.50, -16.00, -17.00, -17.00, -17.00, -17.00, -17.00, -17.00, -17.00, -17.00, -17.00, -17.00, -17.00, -16.00, -16.00, -16.00, -18.20, -16.00, -17.50, -16.00, -17.00, -17.00, -17.00, -19.20, -17.00, -17.00, -17.00, -18.00, -18.00, -22.00, -18.00, -18.00, -18.00, -17.00, -17.00, -17.00, -17.00
40.00510, 105.26007, 8/15/2011, 1:59 PM, -199.99, -35.50, -23.50, -199.99, -24.80, -26.50, -199.99, -199.99, -35.50, -35.50, -19.50, -19.50, -20.50, -21.80, -29.50, -26.50, -18.80, -20.50, -24.80, -199.99, -36.50, -26.50, -199.99, -26.50, -26.50, -18.80, -20.00, -26.50, -26.50, -36.50, -36.50, -35.50, -34.50, -25.50, -22.50, -22.50, -22.50, -199.99, -26.50, -35.50, -199.99, -199.99, -199.99, -199.99, -199.99, -13.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.50, -12.50, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00, -12.00
40.00507, 105.25931, 8/15/2011, 2:01 PM, 2000.00, -27.50, -26.80, -20.80, -28.50, -28.50, 2000.00, -28.50, 2000.00, 2000.00, 2000.00, 2000.00, 2000.00, 2000.00, -25.50, -28.50, 2000.00, 2000.00, -21.50, -20.50, 2000.00, -28.50, -28.50, 2000.00, 2000.00, 2000.00, 2000.00, -21.50, -18.80, -28.50, 2000.00, 2000.00, -24.50, -20.50, -28.50, -27.50, 2000.00, 2000.00, -29.50, 2000.00, 2000.00, 2000.00, 2000.00, -14.00, -13.00, -13.00, -14.00, -15.50, -14.00, -14.00, -14.00, -14.00, -15.00, -14.00, -16.60, -14.00, -15.50, -13.00, -13.00, -16.50, -14.00, -14.00, -14.00, -15.00, -16.50, -17.70, -17.60, -13.00, -13.00, -14.00, -15.00, -15.00, -16.50, -15.00, -15.80, -14.00, -18.80, -15.00, -15.50, -16.50, -15.00, -15.00, -17.60, -15.00, -15.00, -15.00, -16.50, -15.00, -16.80, -15.00, -16.00, -16.00, -18.00, -17.00, -17.00, -16.00, -16.00, -16.00, -16.00, -15.00
40.00417, 105.25954, 8/15/2011, 2:08 PM, -21.50, -199.99, -22.50, -199.99, -199.99, -20.50, -18.80, -19.50, -19.50, -19.50, -199.99, -199.99, -25.50, -26.50, -19.50, -23.50, -21.80, -19.80, -24.50, -199.99, -25.50, -20.80, -20.50, -199.99, -26.50, -20.50, -199.99, -199.99, -199.99, 21.50, 21.50, 21.50, 21.50, 21.50, 21.50, 21.50, 21.50, 21.50, 21.50, 21.50, 21.50, -199.99, -15.00, 21.50, 21.50, 21.50, -199.99, -199.99, 21.50, 21.50, 21.50, 21.50, -16.00, 22.50, 22.50, -199.99, 21.50, 21.50, 21.50, 21.50, 21.50, 22.50, 22.50, 21.50, 21.50, 21.50, 21.50, 21.50, 21.50, 21.50, -14.00, 21.50, 20.50, 20.50, 20.50, 20.50, 20.50, 20.50, 20.50, 20.50, 21.50, 21.50, -199.99, 21.50, 21.50, 21.50, -199.99, 21.00, 21.50, 21.50, 21.50, 20.70, 19.70, 19.70, 21.50, 21.50, 21.50, 21.50, 21.50, 21.50
40.00414, 105.25952, 8/15/2011, 2:09 PM, -22.80, -23.80, -199.99, -25.50, -26.50, -199.99, -199.99, -26.50, -199.99, -22.50, -199.99, -20.50, -25.50, -199.99, -26.50, -199.99, -199.99, -199.99, -25.50, -25.50, -199.99, -199.99, -25.50, -199.99, -25.50, -22.50, -25.50, -199.99, -20.80, -26.50, -26.50, -23.50, -20.80, -199.99, -199.99, -199.99, -25.50, -25.50, -199.99, -25.50, -17.80, -22.50, -25.50, -12.50, -12.50, -12.50, -14.70, -16.00, -12.50, -12.50, -13.80, -12.50, -12.50, -12.50, -12.50, -12.50, -13.80, -12.50, -16.00, -12.50, -12.50, -11.50, -11.50, -11.50, -12.50, -12.50, -13.50, -16.50, -14.80, -13.50, -13.50, -12.50, -15.50, -12.50, -12.50, -13.50, -17.50, -13.50, -14.50, -12.50, -12.50, -14.20, -12.50, -13.50, -14.50, -14.50, -13.50, -13.50, -13.50, -13.50, -13.50, -13.50, -12.50, -12.50, -12.50, -13.80, -12.50, -12.50, -12.50, -12.50
40.00413, 105.25956, 8/15/2011, 2:11 PM, -199.99, -199.99, -199.99, -199.99, -13.50, -199.99, -13.50, -199.99, -199.99, -199.99, -4.50, -199.99, -4.50, -199.99, -199.99, -199.99, -199.99, -199.99, 19.50, 19.50, 19.50, -199.99, -199.99, -199.99, -199.99, 22.50, -17.60, -199.99, 22.50, -21.50, -199.99, -199.99, -199.99, -199.99, 22.50, 22.50, -199.99, -199.99, 22.50, -199.99, -199.99, -199.99, -24.50, -17.60, -9.50, -9.50, -9.50, -8.50, -8.50, -8.50, -6.50, -9.50, -6.50, -10.50, -7.50, -7.50, -7.50, -8.50, -8.50, -8.50, -8.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -7.50, -8.50, -8.50, -7.50, -7.50, -8.50, -8.50, -7.50, -7.50, -7.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -7.50, -7.50, -7.50, -7.50
40.00415, 105.25953, 8/15/2011, 2:13 PM, -199.99, -1.50, -199.99, -199.99, -20.50, -199.99, -199.99, -199.99, -23.50, -199.99, -23.50, -2.50, -199.99, -2.50, -199.99, -199.99, -199.99, -199.99, -199.99, -2.50, -199.99, -22.50, -199.99, -15.50, -199.99, -2.50, -199.99, -2.50, -199.99, -199.99, -199.99, -199.99, -2.50, -199.99, -199.99, -2.50, -199.99, -19.50, -199.99, -2.50, -199.99, -2.50, -22.50, -9.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -9.50, -9.50, -9.50, -9.50, -10.50, -13.50, -9.50, -10.50, -9.50, -9.50, -9.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -9.50, -9.50, -9.50, -10.80, -9.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -9.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -8.50, -12.50, -8.50, -8.50, -8.50, -8.50
40.00331, 105.26005, 8/15/2011, 2:17 PM, -199.99, -199.99, -199.99, -31.50, -199.99, -199.99, -31.50, -31.50, -199.99, -199.99, -32.50, -199.99, -36.50, -199.99, -32.50, -31.50, -199.99, -32.50, -199.99, -199.99, -199.99, -199.99, -33.50, -27.50, -30.50, -32.50, -32.50, -32.50, -33.50, -199.99, -32.50, -32.50, -32.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -32.50, -199.99, -30.60, -199.99, -32.50, -199.99, -21.00, -21.00, -21.00, -21.00, -21.00, -21.00, -21.00, -21.00, -21.00, -21.00, -21.00, -21.00, -21.00, -21.00, -21.50, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -21.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00, -20.00
40.00349, 105.26924, 8/15/2011, 2:20 PM, -28.50, -28.50, -199.99, -199.99, -28.50, -199.99, -199.99, -27.50, -24.50, -199.99, -28.50, -28.50, -199.99, -24.50, -199.99, -24.50, -199.99, -24.50, -199.99, -24.50, -199.99, -199.99, -199.99, -24.50, -199.99, -199.99, -199.99, -199.99, -199.99, -23.60, -22.80, -27.50, -23.80, -23.50, -199.99, -28.50, -199.99, -199.99, -199.99, -22.50, -199.99, -199.99, -23.50, -15.50, -15.50, -15.50, -14.50, -14.50, -14.50, -14.50, -14.80, -13.50, -14.80, -14.50, -17.50, -16.60, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -20.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -14.50, -13.50, -13.50, -13.50
40.00326, 105.26099, 8/15/2011, 2:25 PM, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -35.50, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -199.99, -35.50, -35.50, -199.99, -199.99, -199.99, -35.50, -26.00, -29.50, -26.00, -26.00, -25.00, -25.00, -27.20, -25.00, -25.00, -25.00, -25.00, -25.00, -25.00, -25.00, -25.00, -25.00, -25.00, -25.00, -25.00, -25.00, -26.80, -25.00, -25.00, -25.00, -25.00, -25.00, -25.00, -27.70, -25.00, -25.00, -27.20, -27.20, -25.00, -25.00, -27.70, -25.00, -25.00, -25.00, -25.00, -25.00, -27.20, -25.00, -25.00, -27.70, -27.60, -25.00, -27.70, -28.50, -28.50, -25.00, -25.00, -25.00, -25.00, -25.00, -25.00, -25.00, -25.00, -27.70
